path	layer	authority_status	domain_guess	size_bytes	first_heading
nested/asai-worldline-v48r3-source-restored/61-ARMY-FIGHTER-H-TO-A-REBASELINE-V31-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	aviation	3246	v31 — 陸軍戦闘機 H→A rebaseline
nested/asai-worldline-v48r3-source-restored/62-POST-V31-OPEN-AUDIT-V31R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1684	v31r1 post-audit OPEN queue
nested/asai-worldline-v48r3-source-restored/63-MACHINE-LAYER-REFRESH-V31R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1005	v31r1 machine-layer refresh
nested/asai-worldline-v48r3-source-restored/64-PACKAGE-QA-V31R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1269	v31r1 full-package QA
nested/asai-worldline-v48r3-source-restored/65-ROTORCRAFT-1942-PLUS-REBASELINE-V32-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	aviation	958	回転翼1942+再基底化 v32 — 2026-08-25
nested/asai-worldline-v48r3-source-restored/66-POST-V32-OPEN-AUDIT-V32R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	965	POST-v32 OPEN AUDIT — v32r1
nested/asai-worldline-v48r3-source-restored/67-MACHINE-LAYER-REFRESH-V32R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	908	v32r1 machine-layer refresh
nested/asai-worldline-v48r3-source-restored/68-PACKAGE-QA-V32R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1168	v32r1 full-package QA
nested/asai-worldline-v48r3-source-restored/69-RADIO-RADAR-RELIABILITY-REBASELINE-V33-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	weapons-systems	915	69 — RADIO / RADAR RELIABILITY REBASELINE v33
nested/asai-worldline-v48r3-source-restored/70-POST-V33-OPEN-AUDIT-V33R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	761	POST-v33 OPEN AUDIT — v33r1
nested/asai-worldline-v48r3-source-restored/71-MACHINE-LAYER-REFRESH-V33R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	492	MACHINE LAYER REFRESH — v33r1
nested/asai-worldline-v48r3-source-restored/72-PACKAGE-QA-V33R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	454	PACKAGE QA — v33r1
nested/asai-worldline-v48r3-source-restored/73-MINE-SURVEY-ARTILLERY-MET-REBASELINE-V34-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1000	73 — MINE / SURVEY / ARTILLERY METEOROLOGY REBASELINE v34
nested/asai-worldline-v48r3-source-restored/74-POST-V34-OPEN-AUDIT-V34R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	768	POST-v34 OPEN AUDIT — v34r1
nested/asai-worldline-v48r3-source-restored/75-MACHINE-LAYER-REFRESH-V34R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	606	MACHINE LAYER REFRESH — v34r1
nested/asai-worldline-v48r3-source-restored/76-PACKAGE-QA-V34R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	613	PACKAGE QA — v34r1
nested/asai-worldline-v48r3-source-restored/77-SUBMARINE-BATTERY-MOTOR-YARD-REBASELINE-V35-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	marine	1514	77 — SUBMARINE BATTERY / MOTOR / YARD REBASELINE v35
nested/asai-worldline-v48r3-source-restored/78-POST-V35-OPEN-AUDIT-V35R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1218	POST-v35 OPEN AUDIT — v35r1
nested/asai-worldline-v48r3-source-restored/79-MACHINE-LAYER-REFRESH-V35R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1203	MACHINE LAYER REFRESH — v35r1
nested/asai-worldline-v48r3-source-restored/80-PACKAGE-QA-V35R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	979	PACKAGE QA — v35r1
nested/asai-worldline-v48r3-source-restored/81-SUBMARINE-NEXT-GEN-2CYCLE-PRIME-MOVER-GATE-V36-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	marine	1423	81 — SUBMARINE NEXT-GEN 2-CYCLE PRIME-MOVER GATE v36
nested/asai-worldline-v48r3-source-restored/82-POST-V36-OPEN-AUDIT-V36R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1157	POST-v36 OPEN AUDIT — v36r1
nested/asai-worldline-v48r3-source-restored/83-MACHINE-LAYER-REFRESH-V36R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1267	MACHINE LAYER REFRESH — v36r1
nested/asai-worldline-v48r3-source-restored/84-PACKAGE-QA-V36R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	661	PACKAGE QA — v36r1
nested/asai-worldline-v48r3-source-restored/85-E8-E9-LATER-WAR-PROPULSION-REBASELINE-V37-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1880	E8/E9+ later-war propulsion rebaseline — semantic v37
nested/asai-worldline-v48r3-source-restored/86-POST-V37-OPEN-AUDIT-V37R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	574	POST-v37 OPEN AUDIT — v37r1
nested/asai-worldline-v48r3-source-restored/87-MACHINE-LAYER-REFRESH-V37R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1894	MACHINE LAYER REFRESH — v37r1
nested/asai-worldline-v48r3-source-restored/88-PACKAGE-QA-V37R1-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	1716	PACKAGE QA — v37r1
nested/asai-worldline-v48r3-source-restored/89-COMPUTATION-ERA-CAPABILITY-INVENTORY-DRAFT-V38-2026-08-25.md	machine-v48r3	MACHINE-CURRENT	computation	28741	計算導入前から電子計算期までの「何ができるか」能力総覧
nested/asai-worldline-v48r3-source-restored/90-CAPABILITY-CONVERGENCE-SCORING-FRAMEWORK-DRAFT-V38-2026-08-25.md	machine-v48r3	MACHINE-CURRENT	cross-domain	25020	「未来CAD＋未来部下＝100%」能力収斂スコアリング枠組み
nested/asai-worldline-v48r3-source-restored/91-GT-CAPABILITY-CONVERGENCE-MATRIX-DRAFT-V38-2026-08-25.md	machine-v48r3	MACHINE-CURRENT	gas-turbine	13201	GT E1→E9 能力収斂マトリクス——「未来CAD＋未来部下＝100%」をGTへ実装する
nested/asai-worldline-v48r3-source-restored/92-CROSS-DOMAIN-CONVERGENCE-MAP-DRAFT-V38-2026-08-25.md	machine-v48r3	MACHINE-CURRENT	cross-domain	3865	分野横断・能力収斂ヒートマップ——どの時期に未来設計環境へ何%近づくか
nested/asai-worldline-v48r3-source-restored/93-GT-COMPUTATION-REDISTRIBUTION-AUDIT-DRAFT-V38-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	gas-turbine;computation	11893	GT計算配当・再分配監査——v37正本のどこを直し、どこを動かさないか
nested/asai-worldline-v48r3-source-restored/94-METALLURGY-TIME-HEADSTART-CONVERGENCE-DRAFT-V38-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	materials	10507	冶金・高温材料の能力収斂——Time Head-start を独立会計する
nested/asai-worldline-v48r3-source-restored/95-METALLURGY-TEST-START-LEDGER-DRAFT-V38-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	materials	18135	95 — Metallurgy Test-Start Ledger / v38 DRAFT
nested/asai-worldline-v48r3-source-restored/96-EARLY-HOT-SECTION-MATERIALS-TEST-PROGRAM-DRAFT-V38-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	materials	12790	96 — Early Hot-Section Materials Test Program / v38 DRAFT
nested/asai-worldline-v48r3-source-restored/97-GT-LIFE-TBO-SEMANTIC-LEDGER-DRAFT-V38-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	gas-turbine	10110	97 — GT Life / TBO Semantic Ledger / v38 DRAFT
nested/asai-worldline-v48r3-source-restored/98-AVIATION-CAPABILITY-CONVERGENCE-MATRIX-DRAFT-V38-2026-08-25.md	machine-v48r3	MACHINE-CURRENT	aviation	13035	98 — Aviation Capability Convergence Matrix / v38 DRAFT
nested/asai-worldline-v48r3-source-restored/99-V38-CANONICALIZATION-DECISION-LEDGER-2026-08-25.md	semantic-v48-support	BASE-SUPPORT	cross-domain	8197	99 — v38 Canonicalization Decision Ledger
nested/asai-worldline-v48r3-source-restored/APPLICATION-TABLE-NOTES-2026-08-15.md	semantic-v48-support	BASE-SUPPORT	cross-domain	5776	1941適用表の作業記録（2026-08-15）
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V22R3.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	324768	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V22R3.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	232070	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V22R4.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	326937	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V22R4.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	233393	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V23R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	330125	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V23R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	233393	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V24R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	330273	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V24R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	233541	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V24R2.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	376530	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V24R2.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	255992	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V25R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	387072	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V25R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	264224	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V26R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	417652	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V26R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	282924	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V27R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	439714	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V27R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	298056	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V28R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	449534	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V28R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	305236	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V29R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	460879	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V29R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	313611	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V30R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	474788	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V30R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	323560	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V31R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	486256	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V31R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	331398	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V32R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	499523	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V32R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	340375	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V33R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	512044	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V33R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	348936	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V34R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	525237	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V34R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	357509	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V37R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	559483	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V37R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	379875	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V38R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	577302	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V38R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	391424	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V39R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	591093	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V39R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	400595	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V40R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	609623	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V40R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	413845	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V41R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	624066	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V41R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	423668	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V42R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	636420	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V42R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	432683	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V43R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	649907	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V43R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	441564	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V44R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	663537	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V44R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	450269	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V45R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	674037	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V45R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	457469	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V46R1.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	684365	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V46R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	465165	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V48R3.jsonl	machine-v48r3	MACHINE-CURRENT	cross-domain	721978	
nested/asai-worldline-v48r3-source-restored/CANONICAL-CHRONOLOGY-V48R3.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	496198	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V22R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	32371	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V22R2.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	32373	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V22R3.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	32373	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V22R4.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	32373	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V23R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	32584	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V24R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	34033	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V24R2.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	34612	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V25R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	34693	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V26R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	35924	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V27R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	36643	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V28R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	36887	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V29R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	37150	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V30R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	37381	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V31R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	37234	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V32R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	37359	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V33R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	37558	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V34R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	38059	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V37R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	38988	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V38R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	39678	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V39R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	39940	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V40R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	40134	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V41R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	40335	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V42R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	40727	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V43R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	40928	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V44R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	40592	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V45R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	40772	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V46R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	41360	
nested/asai-worldline-v48r3-source-restored/CANONICAL-MAIN-INDEX-V48R3.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	27894	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V22R2.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	5567	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V22R3.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	5925	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V22R4.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	5925	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V23R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	8843	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V24R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	10539	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V24R2.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	11405	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V25R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	11856	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V26R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	13459	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V27R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	14725	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V28R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	15446	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V29R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	15606	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V30R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	15816	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V31R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	16453	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V32R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	16509	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V33R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	17152	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V34R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	18294	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V37R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	20047	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V38R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	21961	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V39R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	22861	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V40R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	23558	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V41R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	24102	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V42R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	24762	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V43R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	25573	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V44R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	26387	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V45R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	27086	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V46R1.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	27803	
nested/asai-worldline-v48r3-source-restored/CAPABILITY-TRIGGER-MATRIX-V48R3.tsv	machine-v48r3	MACHINE-CURRENT	cross-domain	31341	
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V22R3.json	machine-v48r3	MACHINE-CURRENT	cross-domain	1239	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V22R4.json	machine-v48r3	MACHINE-CURRENT	cross-domain	1813	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V23R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	1882	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V24R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	1927	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V24R2.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2638	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V25R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2870	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V26R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2950	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V27R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2858	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V28R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2885	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V29R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2900	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V30R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2989	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V31R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	3083	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V32R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2977	schema=asai-worldline.machine-chronology.v1
nested/asai-worldline-v48r3-source-restored/CHRONOLOGY-SCHEMA-V33R1.json	machine-v48r3	MACHINE-CURRENT	cross-domain	2946	schema=asai-worldline.machine-chronology.v1
